CompanyID,CompanyName,Industry,Region,Revenue_WMA,Revenue_std,Revenue_cv,Revenue_slope,ProfitMargin_WMA,ProfitMargin_std,ProfitMargin_cv,ProfitMargin_slope,MarketCap_WMA,MarketCap_std,MarketCap_cv,MarketCap_slope,GrowthRate_WMA,GrowthRate_std,GrowthRate_cv,GrowthRate_slope,ESG_Overall_WMA,ESG_Overall_std,ESG_Overall_cv,ESG_Overall_slope,PriceToSales,NetIncome,PriceToEarnings,Risk-AdjustedGrowth,Earnings-to-Growth,ESG_Signal-to-Noise,TARGET_SCORE
760,Company_760,Manufacturing,Europe,2330.14,60.71,0.03,-5.34,-6.58,4.61,-0.7,-2.64,6033.63,3645.42,0.6,604.3,0.21,4.17,20.18,2.05,78.56,0.87,0.01,0.42,2.59,-153.32,-39.35,0.05,-781.43,42.0,42.73
761,Company_761,Technology,Africa,67517.82,4253.51,0.06,1869.45,12.08,3.89,0.32,-2.25,231159.83,49731.61,0.22,-27131.56,3.66,8.85,2.42,1.32,58.96,1.05,0.02,-0.48,3.42,8156.15,28.34,0.41,68.53,-24.0,55.64
762,Company_762,Technology,North America,12512.21,1389.49,0.11,864.5,20.65,1.11,0.05,-0.46,69577.91,9314.63,0.13,-1479.2,7.48,5.19,0.69,0.9,76.62,0.54,0.01,-0.09,5.56,2583.77,26.93,1.44,18.68,-9.0,59.19
763,Company_763,Technology,Oceania,2685.03,249.2,0.09,114.11,20.31,1.31,0.06,0.82,15714.96,2817.75,0.18,1134.09,3.39,9.05,2.67,-4.3,60.73,0.8,0.01,-0.04,5.85,545.33,28.82,0.37,76.93,-4.0,61.81
764,Company_764,Energy,Africa,36775.03,11860.97,0.32,7355.83,10.55,4.52,0.43,2.48,65868.15,49879.34,0.76,23687.71,28.12,5.86,0.21,-0.45,61.29,1.62,0.03,-0.04,1.79,3879.77,16.98,4.8,3.54,-1.33,41.33
765,Company_765,Transportation,Asia,1225.01,146.11,0.12,91.69,4.97,0.19,0.04,-0.04,693.34,188.65,0.27,-62.22,8.83,3.36,0.38,-1.07,46.47,2.05,0.04,1.24,0.57,60.88,11.39,2.63,4.33,31.0,28.82
766,Company_766,Finance,Asia,3389.51,160.53,0.05,91.72,18.25,1.48,0.08,0.83,9717.35,2423.49,0.25,1232.0,4.19,4.44,1.06,-0.58,68.43,1.01,0.01,0.59,2.87,618.59,15.71,0.94,16.65,59.0,72.99
767,Company_767,Finance,North America,19569.72,4420.25,0.23,2735.31,7.69,1.93,0.25,0.92,18419.51,7370.71,0.4,3719.09,13.73,11.08,0.81,-0.28,55.45,2.55,0.05,1.57,0.94,1504.91,12.24,1.24,9.88,31.4,39.79
768,Company_768,Healthcare,Middle East,6934.6,1760.85,0.25,1110.15,13.18,2.84,0.22,1.2,17338.83,6643.72,0.38,3650.09,19.71,5.14,0.26,-0.8,36.03,0.49,0.01,-0.19,2.5,913.98,18.97,3.83,4.95,-19.0,38.78
769,Company_769,Manufacturing,North America,2187.14,252.17,0.12,145.14,-2.84,1.65,-0.58,-0.66,6605.75,2846.83,0.43,98.47,5.91,9.01,1.53,-2.78,29.59,1.96,0.07,1.16,3.02,-62.11,-106.35,0.66,-162.13,16.57,31.4
770,Company_770,Retail,North America,1104.73,62.55,0.06,-11.33,12.1,1.1,0.09,0.57,2835.57,360.63,0.13,113.2,-3.21,9.39,-2.93,0.65,44.59,0.52,0.01,-0.1,2.57,133.67,21.21,-0.34,-62.05,-10.0,36.04
771,Company_771,Transportation,Middle East,337.47,23.67,0.07,-11.74,27.85,2.61,0.09,1.37,1219.53,257.61,0.21,-14.42,-1.02,6.36,-6.23,0.15,31.69,1.28,0.04,0.79,3.61,93.99,12.98,-0.16,-80.91,19.75,50.0
772,Company_772,Transportation,Asia,965.76,60.9,0.06,28.68,0.0,1.47,,0.15,907.1,1165.17,1.28,306.99,2.19,8.34,3.8,-0.19,40.91,1.25,0.03,0.56,0.94,0.0,inf,0.26,inf,18.67,43.65
773,Company_773,Manufacturing,Europe,476.9,21.33,0.04,10.2,3.58,2.27,0.63,-0.93,226.31,174.27,0.77,-53.2,2.44,4.74,1.94,1.41,57.29,0.57,0.01,-0.14,0.47,17.07,13.26,0.51,25.75,-14.0,30.05
774,Company_774,Utilities,Africa,1015.41,134.62,0.13,-81.02,6.51,1.69,0.26,-1.01,757.71,302.17,0.4,-142.4,-7.89,6.45,-0.82,2.86,28.21,1.14,0.04,0.49,0.75,66.1,11.46,-1.22,-9.37,12.25,23.44
775,Company_775,Manufacturing,Europe,464.63,90.37,0.19,56.02,14.05,1.02,0.07,0.43,820.39,243.71,0.3,149.0,11.99,7.85,0.66,0.16,57.63,3.44,0.06,2.15,1.77,65.28,12.57,1.53,8.23,35.83,45.36
776,Company_776,Consumer Goods,Asia,1218.85,166.04,0.14,-90.89,14.54,1.84,0.13,0.69,3330.41,1050.4,0.32,-236.35,-4.17,9.53,-2.28,3.4,44.97,1.24,0.03,0.73,2.73,177.22,18.79,-0.44,-42.95,24.33,42.57
777,Company_777,Utilities,Middle East,2076.47,93.25,0.04,25.31,13.27,1.12,0.08,0.55,3019.11,587.64,0.19,331.88,0.08,6.78,84.69,-2.07,45.93,0.83,0.02,0.47,1.45,275.55,10.96,0.01,928.59,23.5,58.54
778,Company_778,Finance,Oceania,1150.64,19.11,0.02,5.67,25.77,1.7,0.07,0.82,4075.99,707.08,0.17,-287.39,0.47,3.5,7.4,1.04,79.27,1.16,0.01,0.28,3.54,296.52,13.75,0.13,102.36,28.0,72.93
779,Company_779,Retail,Europe,2249.12,237.36,0.11,148.32,-0.01,1.39,-208.55,-0.7,5674.54,5136.28,0.91,2803.44,6.83,2.86,0.42,1.3,75.04,0.47,0.01,0.24,2.52,-0.22,-25230.05,2.39,-10564.85,24.0,27.4
780,Company_780,Transportation,Africa,484.09,24.74,0.05,-15.41,19.43,1.56,0.08,0.83,1209.96,433.19,0.36,105.27,-3.49,1.83,-0.53,0.26,33.36,1.83,0.05,1.02,2.5,94.06,12.86,-1.91,-6.75,20.4,50.0
781,Company_781,Technology,Asia,8205.31,394.04,0.05,101.54,26.69,1.36,0.05,0.23,52351.66,10517.57,0.2,5920.5,1.07,7.42,6.96,-0.47,62.42,1.08,0.02,0.6,6.38,2190.0,23.9,0.14,165.77,30.0,77.16
782,Company_782,Finance,Middle East,11470.75,2159.74,0.19,1349.78,11.79,1.24,0.11,0.67,18950.05,4680.05,0.25,1513.43,13.31,8.94,0.67,2.92,60.16,1.94,0.03,1.17,1.65,1352.4,14.01,1.49,9.41,39.0,47.67
783,Company_783,Manufacturing,Middle East,4150.32,608.92,0.15,366.87,9.68,0.76,0.08,0.18,5049.19,1436.05,0.28,-337.72,10.98,7.77,0.71,3.96,38.88,1.89,0.05,1.14,1.22,401.75,12.57,1.41,8.89,22.8,42.33
784,Company_784,Manufacturing,Africa,656.27,121.37,0.18,75.91,11.61,1.38,0.12,-0.62,1230.39,396.11,0.32,134.9,11.34,7.96,0.7,-0.21,27.11,2.18,0.08,1.28,1.87,76.19,16.15,1.42,11.34,16.0,48.55
785,Company_785,Retail,Asia,779.38,73.51,0.09,-42.66,5.61,1.4,0.25,-0.26,917.8,377.91,0.41,-12.9,-6.42,5.23,-0.82,-2.64,49.05,1.33,0.03,0.8,1.18,43.72,20.99,-1.23,-17.1,26.67,30.92
786,Company_786,Energy,North America,902.83,70.9,0.08,37.54,17.46,8.84,0.51,5.01,2389.51,1289.37,0.54,697.28,4.92,7.64,1.55,1.02,56.23,1.04,0.02,-0.17,2.65,157.63,15.16,0.64,23.54,-8.5,57.88
787,Company_787,Utilities,North America,804.41,50.44,0.06,16.12,13.63,2.83,0.21,1.6,1148.79,252.22,0.22,36.5,2.14,13.92,6.51,8.1,48.55,2.1,0.04,1.27,1.43,109.64,10.48,0.15,68.15,31.75,50.04
788,Company_788,Finance,North America,3236.21,443.15,0.14,-262.34,3.21,2.32,0.72,-0.97,1687.61,1564.7,0.93,-724.46,-6.15,5.99,-0.98,2.87,76.01,1.17,0.02,0.56,0.52,103.88,16.25,-1.03,-15.82,28.0,16.27
789,Company_789,Utilities,Asia,1554.14,129.56,0.08,80.25,10.76,0.72,0.07,-0.18,2020.73,495.92,0.25,285.1,6.85,7.73,1.13,-3.55,45.03,0.82,0.02,-0.29,1.3,167.23,12.08,0.89,13.64,-14.5,34.81
790,Company_790,Finance,Latin America,8949.77,332.92,0.04,-49.69,26.97,2.61,0.1,-1.25,30002.93,8850.33,0.29,-3850.67,1.06,6.38,6.02,0.9,59.53,1.48,0.02,0.77,3.35,2413.75,12.43,0.17,74.81,38.5,73.39
791,Company_791,Retail,Europe,1954.88,205.98,0.11,104.28,11.03,0.76,0.07,0.14,4011.33,1309.41,0.33,519.43,2.8,9.8,3.5,-0.87,48.86,0.89,0.02,-0.39,2.05,215.62,18.6,0.29,65.11,-19.5,38.89
792,Company_792,Finance,Africa,2129.92,260.55,0.12,154.02,18.71,1.02,0.05,0.47,6036.8,1709.12,0.28,457.26,8.08,8.93,1.11,2.85,55.57,2.62,0.05,1.61,2.83,398.51,15.15,0.9,16.74,32.2,60.79
793,Company_793,Manufacturing,Africa,1285.07,87.61,0.07,-36.38,11.72,1.25,0.11,0.51,2388.15,390.72,0.16,-60.86,0.19,7.81,40.39,1.7,41.33,2.72,0.07,1.64,1.86,150.61,15.86,0.02,651.79,23.43,54.65
794,Company_794,Technology,North America,11621.31,1245.81,0.11,768.44,22.49,2.9,0.13,-1.73,70618.85,21101.88,0.3,-233.41,6.39,4.59,0.72,1.24,77.19,2.19,0.03,1.34,6.08,2613.63,27.02,1.39,19.41,44.67,76.48
795,Company_795,Technology,Europe,43689.04,2612.15,0.06,1575.09,10.06,2.11,0.21,0.27,113967.93,43518.52,0.38,15876.8,3.01,2.66,0.88,-1.0,78.69,1.5,0.02,0.43,2.61,4395.12,25.93,1.13,22.92,21.5,53.8
796,Company_796,Healthcare,Europe,10888.51,1177.33,0.11,622.25,14.61,2.2,0.15,-1.15,28969.82,5517.14,0.19,-84.42,8.01,7.39,0.92,3.64,74.1,0.54,0.01,-0.33,2.66,1590.81,18.21,1.08,16.8,-33.0,42.77
797,Company_797,Manufacturing,North America,1338.69,67.94,0.05,-26.5,12.11,2.06,0.17,-1.09,2085.27,597.14,0.29,-191.65,-0.35,7.69,-21.77,0.07,68.32,2.48,0.04,1.5,1.56,162.12,12.86,-0.05,-282.62,37.5,36.53
798,Company_798,Transportation,Oceania,204.89,16.69,0.08,10.09,4.65,2.02,0.43,-1.1,101.76,33.9,0.33,-9.24,4.61,4.46,0.97,0.44,56.95,1.48,0.03,0.77,0.5,9.53,10.68,1.03,10.33,25.67,29.53
799,Company_799,Consumer Goods,Oceania,4354.55,371.0,0.09,229.39,1.46,2.98,2.04,-1.26,1830.51,1930.56,1.05,-1073.05,5.54,4.59,0.83,-1.77,74.28,0.8,0.01,0.3,0.42,63.58,28.79,1.21,23.85,30.0,37.34
800,Company_800,Transportation,Asia,3098.22,368.35,0.12,204.84,15.13,2.46,0.16,1.28,7811.41,2060.9,0.26,1094.89,6.24,9.37,1.5,-5.61,43.77,1.89,0.04,1.04,2.52,468.76,16.66,0.67,25.02,26.0,63.27
801,Company_801,Finance,Africa,9653.31,925.33,0.1,503.66,8.59,2.89,0.34,-1.78,11398.06,5112.6,0.45,-2533.29,7.51,8.56,1.14,0.65,51.07,0.86,0.02,-0.53,1.18,829.22,13.75,0.88,15.67,-26.5,31.01
802,Company_802,Consumer Goods,Oceania,2735.05,377.7,0.14,182.06,5.33,1.65,0.31,-0.8,2430.65,1306.31,0.54,-456.82,10.91,12.95,1.19,2.11,73.75,0.97,0.01,0.34,0.89,145.78,16.67,0.84,19.79,34.0,43.08
803,Company_803,Consumer Goods,Africa,1771.93,244.68,0.14,152.08,12.51,1.99,0.16,0.04,4863.7,1666.7,0.34,732.15,8.37,6.68,0.8,2.78,28.33,0.89,0.03,-0.28,2.74,221.67,21.94,1.25,17.51,-9.33,46.29
804,Company_804,Energy,Europe,8351.53,1096.0,0.13,659.87,37.59,3.44,0.09,1.81,48167.47,14271.24,0.3,7040.54,7.91,7.86,0.99,-4.9,70.9,0.94,0.01,0.48,5.77,3139.34,15.34,1.01,15.25,48.0,71.79
805,Company_805,Healthcare,Middle East,842.7,56.22,0.07,-20.91,2.41,2.63,1.09,1.37,865.05,1257.16,1.45,-712.18,-3.68,6.69,-1.82,-1.44,58.42,2.13,0.04,1.2,1.03,20.31,42.59,-0.55,-77.43,30.0,27.84
806,Company_806,Finance,North America,695.93,29.27,0.04,-13.18,7.32,2.41,0.33,0.09,563.81,203.35,0.36,1.87,-1.44,4.78,-3.32,0.3,80.93,1.04,0.01,0.56,0.81,50.94,11.07,-0.3,-36.74,56.0,39.4
807,Company_807,Transportation,Asia,1063.85,49.97,0.05,26.0,9.11,1.47,0.16,0.44,1139.83,76.33,0.07,-7.73,2.04,4.96,2.43,2.04,63.35,1.13,0.02,-0.5,1.07,96.92,11.76,0.41,28.6,-25.0,30.64
808,Company_808,Technology,North America,9048.81,1937.1,0.21,1172.3,22.23,1.8,0.08,0.97,44024.94,13741.08,0.31,5803.26,16.72,8.59,0.51,4.92,72.53,1.24,0.02,0.76,4.87,2011.55,21.89,1.95,11.24,38.0,68.22
809,Company_809,Utilities,Asia,578.63,35.49,0.06,20.6,17.08,2.03,0.12,0.81,989.31,241.74,0.24,34.49,4.45,5.64,1.27,-1.4,54.45,3.15,0.06,1.85,1.71,98.83,10.01,0.79,12.69,30.83,50.69
810,Company_810,Healthcare,Africa,4102.83,111.25,0.03,-5.87,18.77,3.42,0.18,2.12,13834.04,4838.25,0.35,2937.72,0.01,8.47,1270.11,3.94,33.05,1.42,0.04,0.85,3.37,770.1,17.96,0.0,15215.44,21.25,71.9
811,Company_811,Finance,Asia,33654.25,1926.82,0.06,966.73,24.45,1.21,0.05,0.23,127509.95,32940.85,0.26,17942.81,4.02,8.4,2.09,-2.16,55.53,3.42,0.06,2.15,3.79,8228.46,15.5,0.48,32.38,35.83,73.86
812,Company_812,Manufacturing,North America,530.6,24.62,0.05,-13.98,12.79,3.68,0.29,2.29,978.8,468.33,0.48,206.94,-3.27,3.31,-1.01,-1.42,43.06,1.57,0.04,0.81,1.84,67.86,14.42,-0.99,-14.6,20.25,37.97
813,Company_813,Finance,Europe,2693.15,325.09,0.12,199.7,15.82,1.34,0.08,-0.51,7434.53,1120.85,0.15,373.73,10.01,5.89,0.59,-1.09,77.71,1.19,0.02,0.62,2.76,426.06,17.45,1.7,10.27,31.0,55.72
814,Company_814,Consumer Goods,Latin America,1342.61,223.39,0.17,140.39,13.93,1.69,0.12,0.85,3401.05,1474.33,0.43,579.67,11.11,6.56,0.59,3.38,64.87,1.54,0.02,0.83,2.53,187.03,18.18,1.69,10.74,41.5,59.4
815,Company_815,Technology,North America,18700.1,2486.37,0.13,1488.51,16.59,2.31,0.14,0.64,62344.1,23458.8,0.38,10808.58,9.23,6.41,0.69,1.76,58.53,0.69,0.01,0.4,3.33,3102.35,20.1,1.44,13.96,40.0,70.74
816,Company_816,Manufacturing,Middle East,4285.49,688.19,0.16,425.0,0.75,3.88,5.15,-2.41,2861.73,2435.63,0.85,242.9,11.32,9.9,0.87,-4.47,24.87,0.62,0.02,0.25,0.67,32.14,89.04,1.14,77.87,12.5,38.2
817,Company_817,Energy,North America,17156.39,3428.61,0.2,2085.58,23.55,4.46,0.19,-2.54,59980.27,17932.31,0.3,-1340.51,14.69,10.37,0.71,5.44,56.12,1.73,0.03,0.87,3.5,4040.33,14.85,1.42,10.48,29.0,55.31
818,Company_818,Consumer Goods,Africa,665.53,31.35,0.05,-11.15,7.55,1.76,0.23,-0.94,993.05,189.33,0.19,-99.04,-2.39,5.63,-2.35,-1.31,49.77,2.23,0.04,1.4,1.49,50.25,19.76,-0.42,-46.56,35.0,33.27
819,Company_819,Finance,Asia,2554.12,257.44,0.1,134.46,10.74,1.19,0.11,-0.03,3281.95,533.48,0.16,278.65,8.94,9.37,1.05,0.33,65.33,1.32,0.02,0.74,1.28,274.31,11.96,0.95,12.54,37.0,35.05
820,Company_820,Energy,Europe,1423.29,251.93,0.18,157.19,-15.42,10.62,-0.69,-6.3,3460.57,2514.34,0.73,1091.0,14.71,9.52,0.65,-4.12,56.11,2.7,0.05,1.54,2.43,-219.47,-15.77,1.55,-10.2,30.8,30.29
821,Company_821,Manufacturing,Africa,1370.18,52.5,0.04,-30.57,13.0,2.01,0.15,0.54,2147.59,655.6,0.31,-133.43,-1.46,5.4,-3.7,-1.98,36.15,2.72,0.08,1.69,1.57,178.12,12.06,-0.27,-44.59,21.12,37.95
822,Company_822,Finance,Latin America,956.64,105.96,0.11,62.13,15.88,1.25,0.08,-0.6,2275.64,682.77,0.3,93.9,6.51,7.99,1.23,-0.47,57.85,0.8,0.01,0.5,2.38,151.91,14.98,0.81,18.39,50.0,71.44
823,Company_823,Retail,Europe,1686.53,107.48,0.06,46.45,5.23,1.11,0.21,-0.26,1720.06,265.29,0.15,-3.21,0.9,8.51,9.45,1.32,73.59,1.74,0.02,0.86,1.02,88.21,19.5,0.11,184.39,43.0,50.1
824,Company_824,Transportation,Oceania,700.1,108.64,0.16,67.83,16.55,0.61,0.04,0.2,1852.18,353.3,0.19,150.72,8.98,7.13,0.79,0.9,52.21,1.79,0.03,1.07,2.65,115.87,15.99,1.26,12.69,35.67,63.88
825,Company_825,Utilities,Middle East,954.32,87.44,0.09,47.4,1.53,1.17,0.76,0.53,204.67,163.53,0.8,83.06,6.47,7.87,1.22,1.46,68.53,2.77,0.04,1.73,0.21,14.6,14.02,0.82,17.05,43.25,38.03
826,Company_826,Transportation,Latin America,689.73,42.79,0.06,25.12,19.99,3.15,0.16,1.97,2005.27,636.26,0.32,52.6,2.85,7.49,2.63,2.17,63.09,2.0,0.03,1.19,2.91,137.88,14.54,0.38,38.22,39.67,71.99
827,Company_827,Retail,Latin America,2716.09,328.5,0.12,202.06,12.57,1.14,0.09,-0.04,5736.37,1971.97,0.34,-159.98,7.61,8.04,1.06,1.73,41.45,2.07,0.05,1.3,2.11,341.41,16.8,0.95,17.75,26.0,55.53
828,Company_828,Technology,Oceania,17188.32,3767.01,0.22,2348.01,21.77,1.86,0.09,-0.07,84941.53,22022.85,0.26,9030.49,17.41,4.62,0.27,0.02,87.8,1.84,0.02,1.11,4.94,3741.9,22.7,3.77,6.02,55.5,63.36
829,Company_829,Manufacturing,Oceania,2925.95,236.91,0.08,136.91,6.05,2.39,0.4,1.19,1920.71,609.88,0.32,130.58,5.09,4.9,0.96,1.7,47.93,2.26,0.05,1.33,0.66,177.02,10.85,1.04,10.45,26.6,34.89
830,Company_830,Manufacturing,Africa,3720.65,123.72,0.03,-26.14,19.99,1.53,0.08,0.2,9875.19,2687.75,0.27,-973.51,-0.01,6.75,-506.25,-3.11,59.65,1.04,0.02,-0.53,2.65,743.76,13.28,-0.0,-8962.26,-26.5,40.04
831,Company_831,Manufacturing,Oceania,2431.82,102.38,0.04,57.03,13.05,1.58,0.12,0.55,4875.95,1193.26,0.24,325.54,3.06,5.07,1.66,-2.34,79.26,1.07,0.01,0.63,2.01,317.35,15.36,0.6,25.46,63.0,69.38
832,Company_832,Consumer Goods,Africa,1193.98,76.3,0.06,34.44,8.13,2.3,0.28,1.01,1553.09,429.55,0.28,250.6,3.89,6.0,1.54,2.98,39.83,0.59,0.01,0.19,1.3,97.07,16.0,0.65,24.68,19.0,42.35
833,Company_833,Consumer Goods,North America,1021.27,225.26,0.22,142.31,8.52,1.39,0.16,-0.54,1642.04,543.39,0.33,112.29,15.07,8.73,0.58,2.83,60.31,0.96,0.02,0.55,1.61,87.01,18.87,1.73,10.93,27.5,47.71
834,Company_834,Technology,Oceania,16161.83,2145.88,0.13,1272.85,13.05,1.54,0.12,-0.79,44517.43,10035.16,0.23,3928.69,6.88,7.39,1.07,-2.73,86.21,1.99,0.02,0.98,2.75,2109.12,21.11,0.93,22.67,49.0,69.94
835,Company_835,Healthcare,Middle East,4686.29,614.26,0.13,315.85,22.37,3.53,0.16,2.06,18560.98,4180.43,0.23,1635.66,10.48,10.38,0.99,3.99,34.37,0.49,0.01,0.16,3.96,1048.32,17.71,1.01,17.54,16.0,58.19
836,Company_836,Retail,Europe,339.04,110.66,0.33,-67.38,-0.95,1.64,-1.73,-0.85,887.77,473.22,0.53,120.05,-15.7,6.57,-0.42,1.53,66.02,2.01,0.03,1.23,2.62,-3.22,-275.63,-2.39,115.34,41.0,70.43
837,Company_837,Healthcare,Latin America,1909.97,152.78,0.08,86.83,20.74,2.71,0.13,1.5,7681.11,2020.97,0.26,1127.33,3.87,5.63,1.46,-0.8,68.11,2.54,0.04,1.55,4.02,396.13,19.39,0.69,28.21,38.75,75.39
838,Company_838,Finance,Latin America,16042.84,3265.8,0.2,1979.1,2.56,1.43,0.56,0.24,5801.61,4118.66,0.71,536.71,15.71,7.7,0.49,4.03,80.31,2.26,0.03,1.37,0.36,410.7,14.13,2.04,6.92,45.67,30.05
839,Company_839,Manufacturing,Oceania,2118.64,219.27,0.1,133.14,15.12,1.95,0.13,1.08,4801.17,1985.22,0.41,970.88,6.15,5.37,0.87,-3.11,56.04,2.67,0.05,1.53,2.27,320.34,14.99,1.15,13.09,30.6,57.86
840,Company_840,Utilities,Africa,1724.13,225.82,0.13,109.18,2.25,1.07,0.47,-0.64,471.95,189.7,0.4,-81.8,8.63,11.84,1.37,4.15,57.92,0.83,0.01,0.51,0.27,38.79,12.17,0.73,16.69,51.0,36.81
841,Company_841,Energy,Africa,557.38,225.89,0.41,-134.4,11.81,3.57,0.3,0.74,868.32,684.18,0.79,-225.78,-14.6,11.45,-0.78,6.18,26.67,0.47,0.02,0.29,1.56,65.83,13.19,-1.28,-10.35,14.5,35.64
842,Company_842,Healthcare,North America,703.49,40.02,0.06,-23.74,19.99,3.08,0.15,1.58,2099.85,726.75,0.35,-303.29,-2.37,3.31,-1.39,0.34,63.39,1.16,0.02,0.67,2.98,140.63,14.93,-0.72,-20.85,33.5,50.0
843,Company_843,Retail,Middle East,2307.83,205.43,0.09,124.04,12.99,1.94,0.15,0.97,4952.32,575.64,0.12,148.02,6.05,5.06,0.84,0.74,60.86,1.56,0.03,0.96,2.15,299.79,16.52,1.2,13.82,32.0,56.87
844,Company_844,Utilities,Africa,1830.91,249.31,0.14,72.4,6.5,1.27,0.2,0.66,1300.58,320.02,0.25,201.0,5.15,18.23,3.54,-6.52,35.59,1.51,0.04,0.92,0.71,119.01,10.93,0.28,38.68,23.0,32.69
845,Company_845,Retail,Middle East,1430.57,180.29,0.13,113.6,-1.61,1.19,-0.74,0.64,2963.37,2122.61,0.72,381.43,8.76,2.14,0.24,0.72,57.64,0.45,0.01,0.24,2.07,-23.03,-128.66,4.09,-31.43,24.0,29.66
846,Company_846,Energy,Middle East,1273.72,200.96,0.16,119.79,5.69,3.52,0.62,-0.25,1220.21,598.29,0.49,58.81,11.83,7.74,0.65,4.3,41.43,1.48,0.04,0.55,0.96,72.47,16.84,1.53,11.02,13.75,29.76
847,Company_847,Finance,Oceania,4460.46,291.73,0.07,150.3,16.3,2.48,0.15,-1.38,9314.31,2411.27,0.26,764.84,3.77,6.29,1.67,2.33,62.4,0.45,0.01,-0.18,2.09,727.05,12.81,0.6,21.37,-18.0,51.79
848,Company_848,Manufacturing,Asia,388.33,39.71,0.1,-22.99,9.43,0.97,0.1,0.08,528.61,206.01,0.39,-55.31,-5.93,5.09,-0.86,-1.39,67.79,1.38,0.02,0.83,1.36,36.62,14.44,-1.17,-12.39,41.5,37.44
849,Company_849,Technology,Africa,9035.73,1474.07,0.16,908.92,31.77,2.99,0.09,1.63,82971.09,24561.43,0.3,13292.69,9.64,7.99,0.83,0.06,70.67,1.37,0.02,0.73,9.18,2870.65,28.9,1.21,23.96,36.5,77.52
850,Company_850,Healthcare,Latin America,4468.09,1034.52,0.23,648.1,11.17,3.81,0.34,-2.29,8604.39,2637.54,0.31,-665.36,17.64,5.99,0.34,2.43,60.68,0.86,0.01,-0.33,1.93,499.09,17.24,2.94,5.85,-33.0,43.31
851,Company_851,Energy,Oceania,697.35,109.32,0.16,-64.55,16.35,3.19,0.2,-1.63,1466.72,930.49,0.63,-300.99,-8.21,12.12,-1.48,-7.21,76.92,1.57,0.02,0.96,2.1,114.02,12.86,-0.68,-18.99,48.0,48.42
852,Company_852,Energy,Latin America,172.4,49.23,0.29,-30.54,21.66,3.56,0.16,0.54,467.55,183.69,0.39,-102.85,-14.62,11.87,-0.81,4.41,33.64,1.7,0.05,0.93,2.71,37.34,12.52,-1.23,-10.17,18.6,49.85
853,Company_853,Energy,North America,123.89,52.59,0.42,-31.94,30.2,3.51,0.12,1.65,511.77,90.41,0.18,-35.75,-18.73,7.44,-0.4,3.19,60.75,1.27,0.02,0.77,4.13,37.41,13.68,-2.52,-5.43,38.5,55.09
854,Company_854,Manufacturing,Asia,2212.65,117.86,0.05,-17.56,9.11,1.49,0.16,0.82,3401.43,1098.22,0.32,486.4,0.92,8.56,9.31,0.69,47.84,1.15,0.02,0.27,1.54,201.57,16.87,0.11,157.01,13.5,43.21
855,Company_855,Healthcare,Latin America,1123.53,92.2,0.08,36.14,20.15,0.35,0.02,0.02,3792.51,1260.91,0.33,65.96,7.19,11.31,1.57,1.87,45.13,1.3,0.03,0.7,3.38,226.39,16.75,0.64,26.35,23.33,69.83
856,Company_856,Healthcare,Europe,2871.23,424.59,0.15,264.65,22.04,1.98,0.09,0.75,7908.31,1590.28,0.2,308.66,11.19,2.93,0.26,0.91,75.23,0.61,0.01,-0.11,2.75,632.82,12.5,3.82,3.27,-11.0,44.74
857,Company_857,Retail,Europe,3025.02,434.07,0.14,271.95,1.58,1.72,1.09,-0.81,2945.32,2555.27,0.87,1071.99,9.85,4.4,0.45,0.07,75.35,2.56,0.03,1.58,0.97,47.8,61.62,2.24,27.53,52.67,50.0
858,Company_858,Finance,Oceania,3455.6,694.88,0.2,435.81,9.43,3.88,0.41,-2.29,4444.55,1791.52,0.4,-19.51,15.54,6.23,0.4,-1.95,79.57,1.86,0.02,1.13,1.29,325.86,13.64,2.49,5.47,56.5,37.1
859,Company_859,Consumer Goods,North America,2716.68,349.04,0.13,219.96,14.87,1.1,0.07,0.16,7083.85,1812.03,0.26,119.62,7.34,6.9,0.94,2.28,57.34,0.56,0.01,0.03,2.61,403.97,17.54,1.06,16.48,3.0,49.97
860,Company_860,Consumer Goods,Oceania,2546.73,291.05,0.11,180.31,12.21,0.69,0.06,0.16,4881.0,1198.13,0.25,191.1,8.32,7.05,0.85,-3.84,39.05,1.75,0.04,1.01,1.92,310.96,15.7,1.18,13.3,25.25,50.02
861,Company_861,Consumer Goods,Asia,1678.13,175.44,0.1,97.33,9.12,3.59,0.39,2.04,2683.37,1608.5,0.6,768.2,7.09,10.41,1.47,2.2,46.0,1.92,0.04,1.14,1.6,153.05,17.53,0.68,25.74,28.5,53.31
862,Company_862,Finance,Latin America,5053.86,424.54,0.08,255.78,15.25,1.57,0.1,-0.94,10177.63,1709.48,0.17,-337.75,6.47,4.87,0.75,-0.44,65.07,2.23,0.03,1.4,2.01,770.71,13.21,1.33,9.94,46.67,59.72
863,Company_863,Healthcare,Asia,2779.59,617.99,0.22,382.13,17.75,2.89,0.16,1.3,10230.2,4101.24,0.4,1871.46,18.52,7.64,0.41,-0.27,29.54,1.38,0.05,0.6,3.68,493.38,20.74,2.42,8.55,12.0,50.0
864,Company_864,Consumer Goods,Africa,3011.96,350.27,0.12,219.63,13.27,0.71,0.05,-0.26,6242.44,2046.48,0.33,568.77,8.15,2.81,0.34,-0.47,58.43,2.2,0.04,1.39,2.07,399.69,15.62,2.9,5.38,34.75,47.6
